"LAST.NAME","FIRST.NAME","DOB","POB","SSN","SEX","STREET.NUMBER","STREET.NAME","VOTER.REG.DATE","PARTY"
"GRIBBLE","ALBERTO","18101","ALDERWOOD","776-72-4005","MALE",1564,"BOBTAIL",1968-09-20,"DEMOCRAT"
"ZHANG","KYLE","17601","ALDERWOOD","328-62-9091","MALE",1723,"COONHOUND",1968-09-20,"REPUBLICAN"
"KOHN","BERYL","17102","CALIFORNIA","841-98-5146","FEMALE",28,"DALMATIAN",1968-09-21,"DEMOCRAT"
"SHARMA","ANNA","18102","ALDERWOOD","062-87-4248","FEMALE",3353,"LAVENDER",1968-09-21,"REPUBLICAN"
"JENQUIN","CHRIS","16103","ALDERWOOD","020-70-5831","FEMALE",1105,"GINGER",1968-09-22,"DEMOCRAT"
"YANINA","ELIJAH","18103","WASHINGTON","731-07-9284","MALE",238,"THIRTEENTH",1968-09-22,"INDEPENDENT"
"BARNETT","BRIANNA","18169","ALDERWOOD","485-49-8724","FEMALE",346,"LABRADOR",1968-09-23,"DEMOCRAT"
"COUCH","DEBBY","16604","ALDERWOOD","294-39-0803","FEMALE",1988,"CHIHUAHUA",1968-09-23,"DEMOCRAT"
"CARLSON","JASON","17605","CALIFORNIA","087-35-1783","MALE",118,"TURKISH",1968-09-24,"DEMOCRAT"
"SCHMIDT","ERNESTO","17105","MONTANA","673-12-8446","MALE",90,"HAVANESE",1968-09-24,"REPUBLICAN"
"BERUBE","FLORENCE","17106","ALDERWOOD","004-11-1246","FEMALE",413,"ESKIMO",1968-09-25,"REPUBLICAN"
"ZHANG","JESSICA","16606","ALDERWOOD","993-66-7370","FEMALE",630,"SASKATOON",1968-09-25,"DEMOCRAT"
"SCHULZ","JACK","16607","ALDERWOOD","595-65-4131","MALE",616,"BROOM",1968-09-26,"DEMOCRAT"
"VALETT","GORDON","18107","ALDERWOOD","050-31-4729","MALE",2114,"BASSET",1968-09-26,"REPUBLICAN"
"FRANK","HELENE","17108","GEORGIA","972-33-5418","FEMALE",911,"CORNFLOWER",1968-09-27,"REPUBLICAN"
"SUTHERLAND","GRACE","16608","OREGON","601-41-0036","FEMALE",3277,"STURGEON",1968-09-27,"DEMOCRAT"
"DUFFY","ISAAC","11109","ALDERWOOD","113-01-0779","MALE",1303,"BARBERRY",1968-09-28,"REPUBLICAN"
"SINKOV","AARON","17609","ALABAMA","152-98-7162","MALE",3,"AKITA",1968-09-28,"REPUBLICAN"
"HOUCK","JOYCE","17610","ALDERWOOD","951-73-0762","FEMALE",714,"DOGWOOD",1968-09-29,"REPUBLICAN"
"WINTER","ISABELLA","17110","ALDERWOOD","496-66-8088","FEMALE",598,"LILY",1968-09-29,"REPUBLICAN"
"MURPHY","KIRK","18111","WASHINGTON","830-02-5510","MALE",1213,"KEESHOND",1968-09-30,"REPUBLICAN"
"WOODCOCK","ISAIAH","11111","MONTANA","091-73-9080","MALE",94,"FIFTEENTH",1968-09-30,"REPUBLICAN"
"ROMANO","LESLIE","17612","ALDERWOOD","136-14-2384","FEMALE",653,"COON",1968-10-01,"INDEPENDENT"
"VERMA","LAUREN","16612","ALDERWOOD","860-19-2141","MALE",840,"FOXGLOVE",1968-10-01,"REPUBLICAN"
"MARTINOVIC","LUKE","11113","ALDERWOOD","911-55-4494","MALE",917,"PHEASANT",1968-10-02,"REPUBLICAN"
"SIMNER","MICHAEL","18113","ALDERWOOD","336-01-4186","MALE",1520,"AKITA",1968-10-02,"DEMOCRAT"
"DOHNALEK","ALYSSA","17114","ALDERWOOD","615-56-3384","FEMALE",1108,"ROSEHIP",1968-10-03,"REPUBLICAN"
"PARNELL","NADINE","17614","ALDERWOOD","909-64-5025","FEMALE",400,"ROSEMARY",1968-10-03,"DEMOCRAT"
"JOHNSON","OSCAR","11615","ALDERWOOD","342-87-4323","MALE",2863,"HAWTHORN",1968-10-04,"DEMOCRAT"
"OPRESKO","CONNER","18545","MONTANA","125-14-8363","MALE",56,"SELKIRK",1968-10-04,"REPUBLICAN"
"BERRY","OLIVIA","18181","WASHINGTON","166-43-7695","FEMALE",198,"SPRUCE",1968-10-05,"INDEPENDENT"
"VALADEZ","PATTY","17116","UTAH","272-88-2358","FEMALE",183,"BARBERRY",1968-10-05,"DEMOCRAT"
"POLOSKI","RAFAEL","17117","OREGON","537-81-3092","MALE",955,"ASTER",1968-10-06,"DEMOCRAT"
"SCHENTER","LUIS","17117","NEBRASKA","295-71-3312","MALE",299,"GREYHOUND",1968-10-06,"DEMOCRAT"
"OZCELIK","ABIGAIL","18118","ALDERWOOD","424-38-7432","FEMALE",109,"CRANBERRY",1968-10-07,"DEMOCRAT"
"SCHUMACHER","SANDY","11618","ALDERWOOD","882-60-0311","FEMALE",3150,"AKITA",1968-10-07,"REPUBLICAN"
"KEESER","TONY","18119","ALDERWOOD","724-23-0086","MALE",159,"EIGHTEENTH",1968-10-08,"REPUBLICAN"
"XIA","ISAAC","18184","MEXICO","359-78-1331","MALE",323,"CHOLLA",1968-10-08,"DEMOCRAT"
"DARNELL","VALERIE","17620","WASHINGTON","326-26-9544","FEMALE",1,"LILAC",1968-10-09,"REPUBLICAN"
"YANG","CHLOE","17620","ALDERWOOD","529-12-0854","FEMALE",574,"BOXWOOD",1968-10-09,"DEMOCRAT"
"LIU","FRANK","11121","ALDERWOOD","858-12-2234","MALE",299,"OLIVE",1968-10-10,"DEMOCRAT"
"SULLIVAN","WILLIAM","17121","ALDERWOOD","041-44-0531","MALE",3318,"SWEET PEA",1968-10-10,"REPUBLICAN"
"JURACICH","ANDREA","17622","MEXICO","465-02-4386","FEMALE",53,"CLOUDBERRY",1968-10-11,"REPUBLICAN"
"WANG","SOPHIA","18552","ALDERWOOD","595-52-6491","FEMALE",1784,"AIREDALE",1968-10-11,"REPUBLICAN"
"HENYK","GEORGE","17623","MARYLAND","459-70-3152","MALE",541,"COLLIE",1968-10-12,"REPUBLICAN"
"LUTTRELL","BARRY","16623","MONTANA","213-72-2012","MALE",24,"EIGHTEENTH",1968-10-12,"REPUBLICAN"
"GAMERDINGER","CHANTAL","17124","PENNSYLVANIA","976-80-2141","FEMALE",91,"SAGUARO",1968-10-13,"REPUBLICAN"
"NORDWALL","MORGAN","17124","UTAH","051-01-0595","FEMALE",855,"SCHNAUZER",1968-10-13,"REPUBLICAN"
"MCDONALD","DEAN","18125","ARIZONA","499-50-2613","MALE",105,"ASTER",1968-10-14,"INDEPENDENT"
"QIAN","CHARLES","18125","UTAH","077-50-6344","MALE",200,"NINETEENTH",1968-10-14,"REPUBLICAN"
"HANRAHAN","ERIN","18556","ALDERWOOD","651-21-0415","FEMALE",406,"ANGORA",1968-10-15,"DEMOCRAT"
"PETRITIS","JULIA","17126","OREGON","468-09-7023","FEMALE",2173,"ASIAN",1968-10-15,"REPUBLICAN"
"ICENHOWER","FELIX","17127","ALDERWOOD","141-50-7537","MALE",32,"ROSEHIP",1968-10-16,"DEMOCRAT"
"LI","HARRY","17127","ALDERWOOD","649-74-2562","MALE",1838,"LILAC",1968-10-16,"REPUBLICAN"
"LASKIN","KAITLYN","18128","ALDERWOOD","838-82-0476","FEMALE",675,"AKITA",1968-10-17,"REPUBLICAN"
"O'CONNOR","GABRIELLE","17128","UTAH","903-10-6550","FEMALE",84,"SCHNAUZER",1968-10-17,"DEMOCRAT"
"MENDOZA","HUMBERTO","17129","CALIFORNIA","830-52-2223","MALE",94,"PEONY",1968-10-18,"DEMOCRAT"
"SHEN","HAROLD","17129","ALDERWOOD","652-56-3443","MALE",2247,"ASIAN",1968-10-18,"INDEPENDENT"
"DUNCAN","INGRID","17130","ALDERWOOD","456-74-6899","FEMALE",950,"PIXIE",1968-10-19,"DEMOCRAT"
"LEE","HAILEY","18560","ALDERWOOD","512-56-2632","FEMALE",844,"SPHYNX",1968-10-19,"DEMOCRAT"
"KIM","EDWARD","16631","NORTH CAROLINA","240-12-0311","MALE",149,"ARROWOOD",1968-10-20,"DEMOCRAT"
"MUELLER","JERRY","17131","ALDERWOOD","762-49-6055","MALE",352,"SUMAC",1968-10-20,"REPUBLICAN"
"PRENDERGAST-KENNEDY","KATHERINE","17132","RHODE ISLAND","810-78-9607","FEMALE",131,"PIXIE",1968-10-21,"DEMOCRAT"
"WILLIAMS","KAREN","17632","ALDERWOOD","220-48-2460","FEMALE",805,"PALMETTO",1968-10-21,"REPUBLICAN"
"LU","LORENZO","16633","ILLINOIS","632-89-1607","MALE",267,"CRANBERRY",1968-10-22,"REPUBLICAN"
"UM","HENRY","17133","ILLINOIS","305-98-9095","MALE",931,"SAGUARO",1968-10-22,"DEMOCRAT"
"CANTALOUB","NICOLE","18134","WASHINGTON","500-30-5744","FEMALE",177,"TURKISH",1968-10-23,"DEMOCRAT"
"OSTRANDER","MELISSA","17134","ALDERWOOD","668-74-7407","FEMALE",2730,"ARROWOOD",1968-10-23,"REPUBLICAN"
"PILLI","NOEL","17635","UTAH","008-30-3953","FEMALE",845,"BUFFALOBERRY",1968-10-24,"REPUBLICAN"
"SHI","WALTER","17135","ALDERWOOD","497-30-9193","MALE",1596,"CRANBERRY",1968-10-24,"REPUBLICAN"
"BARNES","ALEXANDRA","11136","ARIZONA","792-75-6946","FEMALE",3,"DOGWOOD",1968-10-25,"REPUBLICAN"
"BENNETT","OLGA","18136","OREGON","780-14-5977","FEMALE",3856,"SELKIRK",1968-10-25,"REPUBLICAN"
"BOWERS","BERNIE","17637","ALDERWOOD","522-81-7945","MALE",929,"TENTH",1968-10-26,"REPUBLICAN"
"ROBERTS","PABLO","18137","ALDERWOOD","879-94-6668","MALE",1190,"PETERBALD",1968-10-26,"REPUBLICAN"
"GOSSELIN","REBEKAH","11638","NORTH DAKOTA","609-67-6677","FEMALE",196,"ROSE",1968-10-27,"INDEPENDENT"
"JEON","SAVANNAH","18138","ALDERWOOD","617-88-9189","FEMALE",2989,"EIGHTEENTH",1968-10-27,"REPUBLICAN"
"ARMSTRONG","SEBASTIEN","15139","ARIZONA","588-64-3745","MALE",2130,"SAFFLOWER",1968-10-28,"DEMOCRAT"
"SCHALLA","CHRISTIAN","17639","ARIZONA","748-15-7269","MALE",61,"LILAC",1968-10-28,"REPUBLICAN"
"DOCTOR","TANYA","16640","OREGON","111-94-0585","FEMALE",268,"FOURTH",1968-10-29,"DEMOCRAT"
"MOON","MACKENZIE","18140","UTAH","596-14-0617","FEMALE",695,"SEVENTH",1968-10-29,"REPUBLICAN"
"GALLANT","VAN","18206","IDAHO","890-81-8081","MALE",237,"JUNIPER",1968-10-30,"DEMOCRAT"
"WANG","CARTER","17641","ALDERWOOD","211-22-0878","MALE",1887,"MUNCHKIN",1968-10-30,"REPUBLICAN"
"ALEXEEV","ALLISON","11642","UTAH","669-68-9941","FEMALE",25,"RAGDOLL",1968-10-31,"INDEPENDENT"
"PARK","WENDY","17642","MONTANA","899-37-0356","FEMALE",248,"TONKINESE",1968-10-31,"DEMOCRAT"
"LICHFIELD","CASPER","17143","ARIZONA","229-53-1369","MALE",74,"PHEASANT",1968-11-01,"DEMOCRAT"
"NICKOLAUS","ARTHUR","18143","WASHINGTON","551-92-3674","MALE",70,"BITTEROOT",1968-11-01,"DEMOCRAT"
"CAI","JENNA","17144","ALDERWOOD","464-81-6970","FEMALE",1575,"SAGUARO",1968-11-02,"DEMOCRAT"
"WILLSE","BERTHA","17644","NEBRASKA","046-92-0094","FEMALE",26,"BALINESE",1968-11-02,"REPUBLICAN"
"KIM","JEFF","11645","WASHINGTON","824-41-3946","MALE",1843,"SAVANNAH",1968-11-03,"DEMOCRAT"
"SISK","CRISTOBAL","18145","ALDERWOOD","067-67-9875","MALE",608,"SERENGETI",1968-11-03,"REPUBLICAN"
"BATISHKO","DOLLY","18211","UTAH","924-79-8943","FEMALE",55,"BLUEBERRY",1968-11-04,"REPUBLICAN"
"LOCKARD","FAITH","18146","UTAH","413-84-0725","FEMALE",330,"FIFTEENTH",1968-11-04,"DEMOCRAT"
"JIANG","KELVIN","17647","ALDERWOOD","346-34-3487","MALE",2625,"BASSET",1968-11-05,"DEMOCRAT"
"SKORPIK","EDOUARD","17147","ALDERWOOD","382-63-9265","MALE",2107,"CHOWCHOW",1968-11-05,"REPUBLICAN"
"BREAULT","PAIGE","14148","WASHINGTON","322-60-6277","FEMALE",1324,"MAIN",1968-11-06,"REPUBLICAN"
"SWICKARD","FAY","11648","ALDERWOOD","004-50-7430","FEMALE",684,"PRICKLYPEAR",1968-11-06,"REPUBLICAN"
"PHELPS","ROD","17649","ALDERWOOD","459-14-8678","MALE",1675,"SPHYNX",1968-11-07,"REPUBLICAN"
"WEIER","GUSTAV","17149","CALIFORNIA","697-95-1880","MALE",84,"QUAIL",1968-11-07,"REPUBLICAN"
"BUTLER","HANNA","17150","OREGON","166-48-8855","FEMALE",2524,"PALMETTO",1968-11-08,"REPUBLICAN"
"MASIELLO","MAKAYLA","16650","FLORIDA","992-41-2067","FEMALE",1064,"BLACKBERRY",1968-11-08,"REPUBLICAN"
"BLISS","PATRICK","17151","ALDERWOOD","122-70-8034","MALE",2849,"MUNCHKIN",1968-11-09,"REPUBLICAN"
"BRAMBLEY","IKE","18151","FLORIDA","801-13-9135","MALE",245,"PHEASANT",1968-11-09,"INDEPENDENT"
"CHEN","BONNIE","18152","ALDERWOOD","476-47-1412","FEMALE",446,"BROOM",1968-11-10,"REPUBLICAN"
"EDER","JOSEPHINE","18152","KENTUCKY","555-68-2971","FEMALE",119,"ROSE",1968-11-10,"DEMOCRAT"
"BARRECA","KYLE","16653","ALDERWOOD","494-21-8378","MALE",735,"DAFFODIL",1968-11-11,"DEMOCRAT"
"HU","DONOVAN","18583","OREGON","584-28-5902","MALE",21,"OAK",1968-11-11,"REPUBLICAN"
"CHEN","ALEX","17154","OREGON","003-06-1599","MALE",1093,"PALMETTO",1968-11-12,"REPUBLICAN"
"KIRCHNER","LAURA","18584","OREGON","953-04-0944","FEMALE",695,"BROOM",1968-11-12,"DEMOCRAT"
"LEIBY","MARCO","17155","NEW HAMPSHIRE","124-30-0598","MALE",301,"KEESHOND",1968-11-13,"DEMOCRAT"
"MATYAS","BONNIE","17155","UTAH","208-59-1219","FEMALE",80,"REX",1968-11-13,"INDEPENDENT"
"DRAPER","CHARLEY","17156","ARIZONA","622-24-1753","MALE",42,"PRICKLYPEAR",1968-11-14,"DEMOCRAT"
"RODGERS","NANA","18221","ALDERWOOD","158-32-9635","MALE",2401,"JUNIPER",1968-11-14,"DEMOCRAT"
"EMTMAN","OMAR","17657","ARIZONA","430-61-6337","MALE",1295,"CHARTREUX",1968-11-15,"REPUBLICAN"
"WANG","DANIELLE","17157","ALDERWOOD","866-73-2721","FEMALE",210,"BEARBERRY",1968-11-15,"DEMOCRAT"
"HANSEN","PALOMA","18223","ALDERWOOD","629-69-8735","FEMALE",1843,"AIREDALE",1968-11-16,"REPUBLICAN"
"SZAILER","EARL","17158","ALDERWOOD","078-79-1434","MALE",350,"ELDERBERRY",1968-11-16,"DEMOCRAT"
"PAN","FRANCES","17659","ALDERWOOD","669-42-6696","MALE",242,"LAVENDER",1968-11-17,"DEMOCRAT"
"WYATT","RENE","11659","ALDERWOOD","863-34-4140","FEMALE",1763,"BALINESE",1968-11-17,"REPUBLICAN"
"TAN","GASTON","16660","ALDERWOOD","621-63-6313","MALE",1391,"CHIHUAHUA",1968-11-18,"DEMOCRAT"
"ZUMHOFF","SALLY","18160","ARIZONA","176-17-0025","FEMALE",199,"BRITTANY",1968-11-18,"REPUBLICAN"
"BIVINS","TEDDY","18591","WASHINGTON","571-72-4340","FEMALE",241,"LABRADOR",1968-11-19,"REPUBLICAN"
"GAO","HERMINE","17161","FLORIDA","961-75-9637","FEMALE",207,"DALMATIAN",1968-11-19,"REPUBLICAN"
"SCHATZ","VICKY","17162","ALDERWOOD","578-11-3520","FEMALE",1498,"CLOUDBERRY",1968-11-20,"REPUBLICAN"
"VICKERMAN","IVAN","17662","ALDERWOOD","303-35-9321","MALE",2317,"TIFFANY",1968-11-20,"REPUBLICAN"
"SZANYI","JEANNE","18163","OKLAHOMA","975-96-7300","FEMALE",118,"SERENGETI",1968-11-21,"REPUBLICAN"
"WHEELER","WILFRED","16663","ALDERWOOD","740-23-4719","MALE",1638,"PHEASANT",1968-11-21,"REPUBLICAN"
"BUSH","KARL","18164","IDAHO","080-64-2711","MALE",128,"FOURTH",1968-11-22,"REPUBLICAN"
"VALENZUELA","ANA","17164","OREGON","764-26-4254","FEMALE",3799,"GINGER",1968-11-22,"INDEPENDENT"
"HYMAS","BILL","17165","ALDERWOOD","997-05-2562","MALE",91,"CROWBERRY",1968-11-23,"DEMOCRAT"
"LINDBERG","LISA","11665","ALDERWOOD","978-62-4069","FEMALE",2611,"CHERRY",1968-11-23,"REPUBLICAN"
"BUCK","MATTHEW","17166","ALDERWOOD","947-44-0012","MALE",2758,"PERSIAN",1968-11-24,"REPUBLICAN"
"SHOTWELL","CLAUDETTE","18166","ALDERWOOD","451-11-9454","FEMALE",161,"SPHYNX",1968-11-24,"DEMOCRAT"
"HIRATA","NICOLE","16667","CALIFORNIA","004-16-8983","FEMALE",174,"AFGHAN",1968-11-25,"REPUBLICAN"
"TELANDER","DANNY","18597","CALIFORNIA","521-71-1501","MALE",51,"BASENJI",1968-11-25,"DEMOCRAT"
"CHRISTENSEN","ERIKA","17668","WASHINGTON","179-85-9989","FEMALE",77,"ROSEMARY",1968-11-26,"DEMOCRAT"
"DEVANATHAN","OTTO","18233","MONTANA","899-91-0301","MALE",188,"CORALBERRY",1968-11-26,"INDEPENDENT"
"BOEDEKER","FRED","18169","ALDERWOOD","052-59-6174","MALE",476,"SAGE",1968-11-27,"DEMOCRAT"
"ZHAO","PAULA","17669","ALDERWOOD","874-51-8185","FEMALE",3108,"HAWTHORN",1968-11-27,"DEMOCRAT"
"KIM","RICHARD","18170","ALDERWOOD","650-11-5898","MALE",541,"SELKIRK",1968-11-28,"DEMOCRAT"
"SHINTAFFER","GRACE","17670","ALDERWOOD","745-08-4415","FEMALE",511,"GINGER",1968-11-28,"REPUBLICAN"
"QIAO","SHARY","17671","NEW YORK","200-57-4702","FEMALE",715,"PIXIE",1968-11-29,"DEMOCRAT"
"ROBBINS","HENRI","18236","ALDERWOOD","071-85-6584","MALE",503,"ROSEHIP",1968-11-29,"REPUBLICAN"
"DECKER","IDA","17672","OREGON","895-76-6072","FEMALE",2554,"PAWPAW",1968-11-30,"REPUBLICAN"
"PITTS","TOMAS","18172","ALDERWOOD","007-27-9260","MALE",54,"STURGEON",1968-11-30,"DEMOCRAT"
"NI","VIRGINIE","18238","ALDERWOOD","159-89-9298","FEMALE",3346,"PIXIE",1968-12-01,"DEMOCRAT"
"SCHMELZER","JOAQUIN","17173","MONTANA","148-46-2018","FEMALE",122,"NINETEENTH",1968-12-01,"REPUBLICAN"
"METZ","WALTER","17174","ALDERWOOD","576-13-5634","MALE",1526,"BEARBERRY",1968-12-02,"REPUBLICAN"
"SIEFKEN","KATE","17674","ARIZONA","943-91-7520","FEMALE",138,"ROSEMARY",1968-12-02,"REPUBLICAN"
"HEIMBIGNER","LARRY","18175","MONTANA","327-22-4002","MALE",139,"AIREDALE",1968-12-03,"REPUBLICAN"
"STUDHAM","ARLENE","11675","UTAH","825-83-7260","FEMALE",30,"LAVENDER",1968-12-03,"REPUBLICAN"
"CORLEY","BRET","17176","IDAHO","568-74-5959","MALE",33,"NINETEENTH",1968-12-04,"REPUBLICAN"
"PRESTON","MINDY","18176","ALDERWOOD","622-92-0397","FEMALE",920,"LILY",1968-12-04,"REPUBLICAN"
"MARTIN","NICHOLAS","18242","ARIZONA","326-01-3315","MALE",365,"TIFFANY",1968-12-05,"INDEPENDENT"
"STRICKLAND","CINDY","17177","ALDERWOOD","710-27-1493","FEMALE",1701,"AKITA",1968-12-05,"REPUBLICAN"
"ALLEN","ODETTE","17678","ARIZONA","916-62-2535","FEMALE",383,"MUNCHKIN",1968-12-06,"DEMOCRAT"
"WANG","DENNIS","18178","INDIANA","168-55-4982","MALE",55,"JAVANESE",1968-12-06,"REPUBLICAN"
"JOHNSON","PETER","16679","ALDERWOOD","207-25-1277","MALE",1289,"PAWPAW",1968-12-07,"DEMOCRAT"
"LASKIN","EMILY","18179","ALDERWOOD","986-31-5471","FEMALE",2226,"BASSET",1968-12-07,"REPUBLICAN"
"GARCIA","FRANKLIN","16680","OREGON","436-55-6805","MALE",2488,"PINSCHER",1968-12-08,"REPUBLICAN"
"HRMA","ROSE","16680","OREGON","391-04-9779","FEMALE",3643,"THISTLE",1968-12-08,"DEMOCRAT"
"BONTHA","SAM","16681","ALDERWOOD","038-52-2436","MALE",3010,"SERENGETI",1968-12-09,"DEMOCRAT"
"WANG","GERT","18611","ALDERWOOD","208-51-2700","FEMALE",1162,"THIRTEENTH",1968-12-09,"INDEPENDENT"
"RALSTON","TERESA","17682","CALIFORNIA","419-71-7946","FEMALE",236,"BOBTAIL",1968-12-10,"DEMOCRAT"
"RESAT","HARVEY","11182","OREGON","008-49-9084","MALE",2821,"SECOND",1968-12-10,"DEMOCRAT"
"BRUUN","VICTOR","17183","ALDERWOOD","284-77-7351","MALE",1561,"SPHYNX",1968-12-11,"REPUBLICAN"
"PIGULSKI","IRENE","17183","ALDERWOOD","907-98-4528","FEMALE",164,"SUNFLOWER",1968-12-11,"DEMOCRAT"
"FORAKER","WANDA","11184","ALDERWOOD","002-76-3761","FEMALE",1252,"LAVENDER",1968-12-12,"REPUBLICAN"
"MCGRAIL","JOSE","17684","OREGON","459-33-0974","MALE",712,"BASSET",1968-12-12,"DEMOCRAT"
"NEELY","THOMAS","16685","ALDERWOOD","781-22-1820","MALE",435,"PINSCHER",1968-12-13,"REPUBLICAN"
"RUNKLE","KATRINA","18250","MEXICO","672-42-0125","FEMALE",133,"SPHYNX",1968-12-13,"DEMOCRAT"
"CHAPPELL","MARY","11186","MEXICO","560-29-5315","FEMALE",494,"FOURTH",1968-12-14,"REPUBLICAN"
"WU","LEE","11686","ALDERWOOD","667-43-4179","MALE",695,"LOCUST",1968-12-14,"DEMOCRAT"
"EL-AZAB","MARIA","18187","ALDERWOOD","720-73-9426","FEMALE",1008,"TONKINESE",1968-12-15,"REPUBLICAN"
"JOHNSTON","JAMES","17187","CONNECTICUT","434-83-2499","MALE",179,"CORNFLOWER",1968-12-15,"REPUBLICAN"
"MCGRATH","PATRICIA","18618","ALDERWOOD","082-88-9407","FEMALE",1302,"JUNIPER",1968-12-16,"REPUBLICAN"
"ORR","NATE","18618","ALDERWOOD","725-27-3618","MALE",2905,"AKITA",1968-12-16,"REPUBLICAN"
"EIKE","JOHN","18254","OREGON","563-46-5488","MALE",691,"WASHINGTON",1968-12-17,"REPUBLICAN"
"SCHELLY","OPHELIA","17189","OREGON","940-11-4267","FEMALE",2800,"BARREL",1968-12-17,"REPUBLICAN"
"KINZEY","LINDA","17190","ALDERWOOD","040-16-8116","FEMALE",366,"ROSE",1968-12-18,"INDEPENDENT"
"REIDEL","PHILIPPE","16690","IDAHO","271-74-6650","MALE",193,"STURGEON",1968-12-18,"REPUBLICAN"
"FLEMING","RITA","17191","CALIFORNIA","211-06-3434","FEMALE",199,"TWELVTH",1968-12-19,"REPUBLICAN"
"TAVARES","ROBERT","18191","ALDERWOOD","004-88-8937","MALE",862,"GREYHOUND",1968-12-19,"DEMOCRAT"
"GULLEY","STAN","17192","OREGON","581-19-9876","MALE",183,"FOURTH",1968-12-20,"REPUBLICAN"
"PARTHREE","BARBARA","18257","ALDERWOOD","443-71-0014","FEMALE",95,"KOMONDOR",1968-12-20,"DEMOCRAT"
"SELCH","MICHAEL","17693","MONTANA","110-08-2104","MALE",166,"BOXWOOD",1968-12-21,"DEMOCRAT"
"SIMONEN","TAMMY","18193","MEXICO","307-40-1964","FEMALE",653,"DAFFODIL",1968-12-21,"REPUBLICAN"
"BRAWN","ELIZABETH","11194","ALDERWOOD","702-17-6047","FEMALE",527,"KINNIKINICK",1968-12-22,"DEMOCRAT"
"DOWN","VINCE","18259","TENNESEE","321-97-6770","MALE",235,"HAVANESE",1968-12-22,"INDEPENDENT"
"DIAZ","WILMA","17695","MONTANA","380-68-4815","FEMALE",7,"GREYHOUND",1968-12-23,"DEMOCRAT"
"TAYLOR","WILLIAM","18625","ALDERWOOD","265-65-1210","MALE",3367,"SAGE",1968-12-23,"DEMOCRAT"
"CROW","JENNIFER","17696","ALASKA","397-25-1290","FEMALE",364,"AKITA",1968-12-24,"REPUBLICAN"
"SIMEONOVA","ALBERTO","18196","ARKANSAS","094-32-0165","MALE",252,"MAIN",1968-12-24,"DEMOCRAT"
"BAILEY","BERYL","17697","MONTANA","373-92-2617","FEMALE",29,"PALM",1968-12-25,"DEMOCRAT"
"HOLTOM","DAVID","17197","LOUISIANNA","962-45-5177","MALE",549,"WOLFHOUND",1968-12-25,"REPUBLICAN"
"LANGEVIN","MARIA","18198","ALDERWOOD","217-55-7844","FEMALE",2205,"BASENJI",1968-12-26,"REPUBLICAN"
"SMITH","CHRIS","18263","ALDERWOOD","638-60-3406","FEMALE",1010,"AIREDALE",1968-12-26,"DEMOCRAT"
"PARKER","DEBBY","17699","ALDERWOOD","095-01-8946","FEMALE",1708,"TWELVTH",1968-12-27,"DEMOCRAT"
"TOWNSEND","RICHARD","17199","MONTANA","939-59-2249","MALE",204,"RAGDOLL",1968-12-27,"REPUBLICAN"
"BAER","SUSAN","17200","ALDERWOOD","798-08-0970","FEMALE",1630,"SUNFLOWER",1968-12-28,"REPUBLICAN"
"SCHIENBEIN","ERNESTO","17200","ARIZONA","690-86-0591","MALE",462,"LAVENDER",1968-12-28,"REPUBLICAN"
"BOYD","FLORENCE","17701","CALIFORNIA","911-62-2701","FEMALE",77,"EIGHTH",1968-12-29,"REPUBLICAN"
"PALO","CHARLES","18201","ALDERWOOD","649-82-0134","MALE",49,"HAWTHORN",1968-12-29,"REPUBLICAN"
"ELDER","MARGARET","17202","ALDERWOOD","186-15-9975","FEMALE",2779,"PAWPAW",1968-12-30,"REPUBLICAN"
"STROPE","GORDON","18202","ALDERWOOD","332-12-8409","MALE",14,"AFGHAN",1968-12-30,"REPUBLICAN"
"BONEBRAKE","HELENE","18203","UTAH","461-62-4435","FEMALE",435,"BITTEROOT",1968-12-31,"REPUBLICAN"
"COOPER","JOSEPH","16203","TENNESEE","091-36-8226","MALE",115,"CLOUDBERRY",1968-12-31,"INDEPENDENT"
"BAGU","DOROTHY","16704","WASHINGTON","804-71-1138","FEMALE",1702,"BUTTONWOOD",1969-01-01,"DEMOCRAT"
"SHANKLE","ISAAC","18269","ALDERWOOD","802-31-5449","MALE",616,"CHOWCHOW",1969-01-01,"REPUBLICAN"
"FERRYMAN","JOYCE","17705","ALDERWOOD","782-64-1951","FEMALE",978,"PALM",1969-01-02,"REPUBLICAN"
"MINARD","JOSEPH","17205","WASHINGTON","761-80-5755","MALE",133,"TONKINESE",1969-01-02,"DEMOCRAT"
"CATALAN","KIRK","16706","ALDERWOOD","981-30-4996","MALE",2597,"CHOLLA",1969-01-03,"REPUBLICAN"
"FELMY","BETH","17206","MONTANA","909-54-3379","FEMALE",24,"PANSY",1969-01-03,"DEMOCRAT"
"HUGHES","LESLIE","16707","ALDERWOOD","697-75-1359","FEMALE",2058,"AIREDALE",1969-01-04,"INDEPENDENT"
"SCHWARTZ","BRAD","18207","ALDERWOOD","427-79-2622","MALE",1190,"BUFFALOBERRY",1969-01-04,"DEMOCRAT"
"MCKINSTRY","MICHAEL","16708","WASHINGTON","433-21-3285","MALE",1273,"TURKISH",1969-01-05,"DEMOCRAT"
"WATTENBURGER","CARRIE","17208","ALDERWOOD","393-35-7844","FEMALE",241,"TWENTIETH",1969-01-05,"DEMOCRAT"
